ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title,,,,,,,,,,,,
ILMN_1805564,0.0289341,1.01E-03,-3.40067118,-1.38338,-8.02E-02,385198066,PDE1A,phosphodiesterase,1A,,,,,,,,,,,
ILMN_1759628,0.0417198,1.96E-03,3.19133503,-1.38474,2.67E-01,1036292266,ATP1B3,ATPase,Na+/K+,transporting,subunit,beta,3,,,,,,,
ILMN_1710001,0.0353618,1.43E-03,3.29108896,-1.38518,1.44E-01,10863874,RPL41,ribosomal,protein,L41,,,,,,,,,,
ILMN_1776857,0.028992,1.02E-03,3.39932735,-1.38717,7.71E-02,NA,,,,,,,,,,,,,,
ILMN_2157435,0.0418339,1.97E-03,3.18990157,-1.38856,1.37E-01,528524490,DYNLRB1,dynein,light,chain,roadblock-type,1,,,,,,,,
ILMN_1744959,0.0404539,1.86E-03,-3.20865318,-1.38857,-1.20E-01,974005233,NFX1,nuclear,transcription,"factor,",X-box,binding,1,,,,,,,
ILMN_2211546,0.0289355,1.01E-03,3.40047525,-1.39069,8.81E-02,11184232,HAO1,hydroxyacid,oxidase,1,,,,,,,,,,
ILMN_1822225,0.0294378,1.04E-03,-3.39117588,-1.39121,-9.21E-02,NA,,,,,,,,,,,,,,
ILMN_2326273,0.0398312,1.80E-03,-3.2180621,-1.3914,-2.49E-01,68533254,CHI3L2,chitinase,3,like,2,,,,,,,,,
ILMN_1888051,0.0290518,1.02E-03,-3.39796473,-1.39369,-8.63E-02,80531563,,,,,,,,,,,,,,
ILMN_1771544,0.0290518,1.02E-03,-3.39798046,-1.39598,-6.62E-02,NA,,,,,,,,,,,,,,
ILMN_1781028,0.0397007,1.79E-03,3.22010686,-1.39642,1.48E-01,NA,,,,,,,,,,,,,,
ILMN_1842262,0.0302796,1.10E-03,3.37475343,-1.40137,9.36E-02,8166338,,,,,,,,,,,,,,
ILMN_1663975,0.0340332,1.35E-03,3.31146748,-1.40151,1.00E-01,363543332,CNNM2,cyclin,and,CBS,domain,divalent,metal,cation,transport,mediator,2,,,
ILMN_1859741,0.0291809,1.02E-03,-3.39641102,-1.40185,-8.33E-02,1212392,,,,,,,,,,,,,,
ILMN_1784207,0.0422662,2.00E-03,-3.18524704,-1.40273,-1.41E-01,209954793,PITHD1,PITH,domain,containing,1,,,,,,,,,
ILMN_2383150,0.0373778,1.60E-03,3.25747639,-1.40315,1.59E-01,119220587,MCHR2,melanin,concentrating,hormone,receptor,2,,,,,,,,
ILMN_1704022,0.033001,1.28E-03,3.32738836,-1.40398,9.92E-02,960513903,TMEM207,transmembrane,protein,207,,,,,,,,,,
ILMN_2164978,0.0373793,1.60E-03,3.25731128,-1.40503,1.29E-01,315113896,PDP2,pyruvate,dehyrogenase,phosphatase,catalytic,subunit,2,,,,,,,
ILMN_2285618,0.0415742,1.95E-03,-3.19348667,-1.40661,-1.88E-01,225735620,DIP2A,disco,interacting,protein,2,homolog,A,,,,,,,
ILMN_1679209,0.0422662,2.00E-03,3.18504329,-1.40753,2.26E-01,296080701,HSPA9,heat,shock,protein,family,A,(Hsp70),member,9,,,,,
ILMN_1851608,0.0299509,1.08E-03,-3.37976162,-1.40767,-1.07E-01,2064645,,,,,,,,,,,,,,
ILMN_1710710,0.0293663,1.03E-03,3.39354605,-1.40812,9.83E-02,89353279,DEDD,death,effector,domain,containing,,,,,,,,,
ILMN_2299862,0.0294354,1.04E-03,-3.39183491,-1.41081,-8.41E-02,194272163,KCNH1,potassium,voltage-gated,channel,subfamily,H,member,1,,,,,,
ILMN_1690638,0.039061,1.74E-03,3.23035989,-1.41196,2.00E-01,NA,,,,,,,,,,,,,,
ILMN_1806782,0.0397007,1.79E-03,-3.21989272,-1.41252,-1.46E-01,190610024,ZNF235,zinc,finger,protein,235,,,,,,,,,
ILMN_1711611,0.0358103,1.48E-03,-3.28130315,-1.41276,-2.03E-01,NA,,,,,,,,,,,,,,
ILMN_1680501,0.0413841,1.93E-03,-3.1958775,-1.41367,-1.40E-01,527122110,GTF2IRD2,GTF2I,repeat,domain,containing,2,,,,,,,,
ILMN_1821441,0.0294378,1.04E-03,-3.39142964,-1.41542,-7.97E-02,1687349,,,,,,,,,,,,,,
ILMN_1896630,0.0348094,1.40E-03,-3.29996032,-1.42013,-1.19E-01,22667236,,,,,,,,,,,,,,
ILMN_1690833,0.029517,1.05E-03,-3.3901612,-1.42288,-9.08E-02,236461613,KCNQ5,potassium,voltage-gated,channel,subfamily,Q,member,5,,,,,,
ILMN_2398711,0.0352955,1.43E-03,3.29304083,-1.42663,1.18E-01,300797683,SIRT2,sirtuin,2,,,,,,,,,,,
ILMN_1910321,0.0300417,1.09E-03,-3.37844195,-1.42709,-7.76E-02,2046715,,,,,,,,,,,,,,
ILMN_1824419,0.0296488,1.06E-03,-3.38615989,-1.42712,-9.83E-02,19602599,,,,,,,,,,,,,,
ILMN_1717453,0.0296346,1.05E-03,3.38753686,-1.42744,7.51E-02,NA,,,,,,,,,,,,,,
ILMN_1895637,0.0296346,1.05E-03,-3.38746115,-1.4299,-7.98E-02,7375823,,,,,,,,,,,,,,
ILMN_1729898,0.0297611,1.07E-03,-3.38347212,-1.43034,-8.10E-02,NA,,,,,,,,,,,,,,
ILMN_1715069,0.0428186,2.05E-03,3.17708717,-1.43118,2.05E-01,19743568,TANK,TRAF,family,member,associated,NFKB,activator,,,,,,,
ILMN_1682343,0.0296488,1.06E-03,3.38581137,-1.43274,8.38E-02,NA,,,,,,,,,,,,,,
ILMN_1653404,0.0404081,1.85E-03,3.2095912,-1.43452,1.51E-01,222136625,NKIRAS2,NFKB,inhibitor,interacting,Ras,like,2,,,,,,,
ILMN_1795204,0.0297901,1.07E-03,-3.38188966,-1.43476,-7.37E-02,413082717,ADAM3A,ADAM,metallopeptidase,domain,3A,(pseudogene),,,,,,,,
ILMN_1798123,0.0399811,1.82E-03,3.21574098,-1.43559,1.52E-01,373882453,ELOVL1,ELOVL,fatty,acid,elongase,1,,,,,,,,
ILMN_2406043,0.0418939,1.98E-03,-3.18902068,-1.43564,-2.25E-01,301898689,CHMP3,charged,multivesicular,body,protein,3,,,,,,,,
ILMN_1678464,0.0349521,1.40E-03,3.29804075,-1.43635,1.02E-01,574276434,DCLRE1C,DNA,cross-link,repair,1C,,,,,,,,,
ILMN_1686646,0.0340332,1.34E-03,-3.31154952,-1.43742,-9.78E-02,NA,,,,,,,,,,,,,,
ILMN_1659659,0.0374712,1.61E-03,3.25454996,-1.43745,1.39E-01,528881084,MAGEH1,MAGE,family,member,H1,,,,,,,,,
ILMN_1835877,0.0326302,1.25E-03,-3.33467902,-1.43859,-9.43E-02,23652113,,,,,,,,,,,,,,
ILMN_1850876,0.0297901,1.07E-03,3.38161045,-1.43968,8.40E-02,11875410,,,,,,,,,,,,,,
ILMN_1795927,0.0405928,1.87E-03,3.20586858,-1.43994,1.87E-01,NA,,,,,,,,,,,,,,
ILMN_1652680,0.0389173,1.72E-03,-3.23335443,-1.44004,-2.25E-01,NA,,,,,,,,,,,,,,
ILMN_1740609,0.033948,1.34E-03,-3.31356508,-1.44056,-9.80E-02,242247668,CCL14,C-C,motif,chemokine,ligand,14,,,,,,,,
ILMN_1713454,0.0427384,2.04E-03,-3.17824787,-1.44131,-2.06E-01,190610005,ZNF671,zinc,finger,protein,671,,,,,,,,,
ILMN_1735958,0.0353618,1.43E-03,3.29132526,-1.44203,1.04E-01,93141203,METTL2B,methyltransferase,like,2B,,,,,,,,,,
ILMN_1692072,0.0431675,2.08E-03,-3.17280181,-1.44261,-2.09E-01,315583001,CENPBD1,CENPB,DNA-binding,domain,containing,1,,,,,,,,
ILMN_1726930,0.0383254,1.68E-03,3.24159283,-1.44265,1.11E-01,148276999,TRAPPC13,trafficking,protein,particle,complex,13,,,,,,,,
ILMN_1731922,0.0422617,2.00E-03,3.18549788,-1.44318,2.08E-01,NA,,,,,,,,,,,,,,
ILMN_1661653,0.0402061,1.84E-03,-3.2113451,-1.44622,-1.15E-01,1010220906,DET1,de-etiolated,homolog,1,(Arabidopsis),,,,,,,,,
ILMN_1677633,0.0373341,1.59E-03,3.2587047,-1.44846,1.60E-01,NA,,,,,,,,,,,,,,
ILMN_1700884,0.0359152,1.49E-03,-3.2794357,-1.45041,-1.10E-01,NA,,,,,,,,,,,,,,
ILMN_1881413,0.0308353,1.13E-03,-3.36558777,-1.45056,-8.09E-02,83079706,,,,,,,,,,,,,,
ILMN_1797728,0.0435497,2.11E-03,3.16802038,-1.45282,3.25E-01,387849460,HMGCS1,3-hydroxy-3-methylglutaryl-CoA,synthase,1,,,,,,,,,,
ILMN_2047430,0.0406671,1.88E-03,3.20453309,-1.45505,1.68E-01,58532582,5-Mar,membrane,associated,ring-CH-type,finger,5,,,,,,,,
ILMN_1659470,0.0388225,1.71E-03,3.23498361,-1.46003,1.28E-01,NA,,,,,,,,,,,,,,
ILMN_1682147,0.0423277,2.01E-03,-3.18403219,-1.46145,-1.36E-01,154354984,HOOK2,hook,microtubule,tethering,protein,2,,,,,,,,
ILMN_1661650,0.0437831,2.13E-03,3.16478058,-1.46172,1.61E-01,544583516,PPP4R3B,protein,phosphatase,4,regulatory,subunit,3B,,,,,,,
ILMN_1656274,0.0428194,2.05E-03,3.17680416,-1.46195,1.79E-01,149274632,PRPF38A,pre-mRNA,processing,factor,38A,,,,,,,,,
ILMN_1688515,0.0423809,2.01E-03,3.1830504,-1.46271,9.98E-02,338827706,ZNF195,zinc,finger,protein,195,,,,,,,,,
ILMN_1752027,0.040155,1.84E-03,3.21230699,-1.46407,1.93E-01,NA,,,,,,,,,,,,,,
ILMN_1804283,0.0342759,1.36E-03,3.30760051,-1.46687,9.35E-02,834400521,GNAS,GNAS,complex,locus,,,,,,,,,,
ILMN_1905863,0.0305487,1.11E-03,3.37027868,-1.4679,8.11E-02,17603502,,,,,,,,,,,,,,
ILMN_1852842,0.0303767,1.11E-03,-3.37294547,-1.46828,-6.49E-02,3751518,,,,,,,,,,,,,,
ILMN_1865614,0.0314263,1.17E-03,-3.35538105,-1.46909,-8.71E-02,27837978,,,,,,,,,,,,,,
ILMN_1665730,0.0432598,2.09E-03,3.17128337,-1.46933,1.74E-01,171184399,ABCB10,ATP,binding,cassette,subfamily,B,member,10,,,,,,
ILMN_1812726,0.0303767,1.11E-03,3.37273529,-1.46952,9.57E-02,388240810,MORF4L1,mortality,factor,4,like,1,,,,,,,,
ILMN_1696391,0.0303767,1.10E-03,3.37309329,-1.47115,7.83E-02,310923184,LEPR,leptin,receptor,,,,,,,,,,,
ILMN_1724341,0.0427384,2.04E-03,-3.17825072,-1.47156,-1.88E-01,NA,,,,,,,,,,,,,,
ILMN_1803953,0.0442135,2.17E-03,3.15833095,-1.47225,1.62E-01,213513397,LINC00493,long,intergenic,non-protein,coding,RNA,493,,,,,,,
ILMN_2347097,0.0308353,1.13E-03,-3.3652372,-1.47268,-8.36E-02,459212748,KLK15,kallikrein,related,peptidase,15,,,,,,,,,
ILMN_1767171,0.0305864,1.12E-03,-3.3697196,-1.47275,-8.81E-02,134142060,MOB3C,MOB,kinase,activator,3C,,,,,,,,,
ILMN_1801928,0.0443358,2.18E-03,-3.15676465,-1.4735,-1.47E-01,208973235,YWHAZ,tyrosine,3-monooxygenase/tryptophan,5-monooxygenase,activation,protein,zeta,,,,,,,
ILMN_1694359,0.0304184,1.11E-03,-3.3719586,-1.47419,-9.08E-02,NA,,,,,,,,,,,,,,
ILMN_1765796,0.0439803,2.15E-03,-3.16141322,-1.475,-2.51E-01,16507966,ENO2,enolase,2,,,,,,,,,,,
ILMN_1718107,0.0353618,1.44E-03,-3.290832,-1.47789,-9.99E-02,606215140,MAGEA12,MAGE,family,member,A12,,,,,,,,,
ILMN_1792603,0.0313287,1.16E-03,-3.35669587,-1.4784,-8.46E-02,NA,,,,,,,,,,,,,,
ILMN_1702889,0.031119,1.15E-03,3.36068891,-1.48261,8.80E-02,52317189,OR2AK2,olfactory,receptor,family,2,subfamily,AK,member,2,,,,,
ILMN_2124082,0.0393878,1.77E-03,-3.22446208,-1.48265,-1.14E-01,295148153,PPP2R5B,protein,phosphatase,2,regulatory,subunit,B'beta,,,,,,,
ILMN_1802669,0.0444662,2.20E-03,-3.15451858,-1.48275,-1.28E-01,585420390,PPP3CB,protein,phosphatase,3,catalytic,subunit,beta,,,,,,,
ILMN_1658847,0.0390782,1.74E-03,3.23001423,-1.4829,1.49E-01,NA,,,,,,,,,,,,,,
ILMN_1844522,0.0329295,1.27E-03,-3.3285228,-1.48646,-9.27E-02,2629781,TSNAX-DISC1///DISC1///TSNAX,TSNAX-DISC1,readthrough,(NMD,candidate)///disrupted,in,schizophrenia,1///translin,associated,factor,X,,,
ILMN_2253272,0.0308616,1.14E-03,3.36435457,-1.48688,9.87E-02,544346132,SUCO,SUN,domain,containing,ossification,factor,,,,,,,,
ILMN_1865738,0.0318665,1.19E-03,-3.34932021,-1.4878,-9.12E-02,83144045,,,,,,,,,,,,,,
ILMN_1916999,0.0308353,1.13E-03,3.36526042,-1.48793,8.65E-02,6700659,,,,,,,,,,,,,,
ILMN_1707336,0.0445072,2.20E-03,3.1536167,-1.4883,1.88E-01,311771643,ARPC4,actin,related,protein,3-Feb,complex,subunit,4,,,,,,
ILMN_2089752,0.0313287,1.16E-03,3.35685747,-1.4884,8.63E-02,148228292,FAM150B,family,with,sequence,similarity,150,member,B,,,,,,
ILMN_1757230,0.0415575,1.95E-03,-3.1939277,-1.48858,-1.34E-01,317108142,ZNF250,zinc,finger,protein,250,,,,,,,,,
ILMN_1856652,0.0320091,1.21E-03,-3.345656,-1.49114,-1.04E-01,34579060,,,,,,,,,,,,,,
ILMN_1814044,0.0444662,2.19E-03,-3.15515859,-1.49185,-1.88E-01,313151187,CABIN1,calcineurin,binding,protein,1,,,,,,,,,
ILMN_1789624,0.0308353,1.13E-03,3.36530864,-1.49241,6.99E-02,47519592,TPM2,tropomyosin,2,(beta),,,,,,,,,,
ILMN_1805148,0.0321986,1.22E-03,3.3415616,-1.49316,1.06E-01,208022636,CLHC1,clathrin,heavy,chain,linker,domain,containing,1,,,,,,
ILMN_1725244,0.0444662,2.20E-03,3.15447826,-1.49336,3.07E-01,241666465,HAT1,histone,acetyltransferase,1,,,,,,,,,,
ILMN_1668531,0.0308353,1.13E-03,-3.36527551,-1.49361,-7.87E-02,NA,,,,,,,,,,,,,,
ILMN_1681892,0.0379167,1.64E-03,3.24895507,-1.49489,1.29E-01,161377479,OAZ3,ornithine,decarboxylase,antizyme,3,,,,,,,,,
ILMN_1726565,0.0446722,2.23E-03,-3.14977903,-1.49554,-1.56E-01,429484500,PIK3R2,phosphoinositide-3-kinase,regulatory,subunit,2,,,,,,,,,
ILMN_1660817,0.0389173,1.72E-03,3.23331295,-1.49707,1.72E-01,164419759,DDB2,damage,specific,DNA,binding,protein,2,,,,,,,
ILMN_1767892,0.0446244,2.22E-03,3.150632,-1.49746,1.43E-01,732639589,DUSP12,dual,specificity,phosphatase,12,,,,,,,,,
ILMN_1707958,0.0311245,1.15E-03,3.3604612,-1.49791,6.92E-02,39812018,AES,amino-terminal,enhancer,of,split,,,,,,,,,
ILMN_1692591,0.0309551,1.14E-03,3.36302905,-1.49823,8.97E-02,153252109,RNF183,ring,finger,protein,183,,,,,,,,,
ILMN_1740620,0.0380696,1.66E-03,-3.24528108,-1.5034,-8.87E-02,NA,,,,,,,,,,,,,,
ILMN_2136177,0.0442135,2.17E-03,-3.15820305,-1.50345,-1.29E-01,NA,,,,,,,,,,,,,,
ILMN_2356672,0.0450009,2.25E-03,-3.14654972,-1.50426,-1.10E-01,78000155,EIF2B4,eukaryotic,translation,initiation,factor,2B,subunit,delta,,,,,,
ILMN_2106227,0.0440901,2.16E-03,-3.15992444,-1.50441,-1.79E-01,148612837,KIAA2026,KIAA2026,,,,,,,,,,,,
ILMN_1673409,0.0391953,1.75E-03,-3.22720552,-1.50476,-1.68E-01,NA,,,,,,,,,,,,,,
ILMN_1810712,0.0333467,1.30E-03,3.32264112,-1.50522,1.16E-01,310832411,ARHGEF12,Rho,guanine,nucleotide,exchange,factor,12,,,,,,,
ILMN_1676280,0.041802,1.97E-03,3.1902902,-1.50554,1.06E-01,142345779,NSUN3,NOP2/Sun,RNA,methyltransferase,family,member,3,,,,,,,
ILMN_1675721,0.0316431,1.18E-03,3.35271834,-1.5059,9.33E-02,58530887,UBE2R2,ubiquitin,conjugating,enzyme,E2,R2,,,,,,,,
ILMN_1808687,0.0350837,1.41E-03,-3.29621029,-1.50615,-1.22E-01,NA,,,,,,,,,,,,,,
ILMN_1798043,0.0321954,1.22E-03,-3.3418552,-1.50616,-7.85E-02,NA,,,,,,,,,,,,,,
ILMN_1843616,0.0361697,1.51E-03,-3.27563434,-1.50889,-8.72E-02,2524680,,,,,,,,,,,,,,
ILMN_1797367,0.0445276,2.21E-03,-3.15293498,-1.50902,-1.94E-01,241666460,TSC1,tuberous,sclerosis,1,,,,,,,,,,
ILMN_1751368,0.0452185,2.28E-03,3.14258612,-1.50957,3.08E-01,51477707,HNRNPD,heterogeneous,nuclear,ribonucleoprotein,D,,,,,,,,,
ILMN_1746578,0.0425924,2.03E-03,-3.18018835,-1.51047,-1.42E-01,44680146,SLC23A2,solute,carrier,family,23,member,2,,,,,,,
ILMN_1902610,0.0318732,1.20E-03,-3.34788809,-1.51265,-6.67E-02,19734426,,,,,,,,,,,,,,
ILMN_1756686,0.03703,1.57E-03,-3.26321135,-1.51307,-1.42E-01,NA,,,,,,,,,,,,,,
ILMN_1654722,0.0383254,1.68E-03,3.24137728,-1.51388,1.39E-01,190360559,MPV17L,MPV17,mitochondrial,inner,membrane,protein,like,,,,,,,
ILMN_1713505,0.0452185,2.28E-03,-3.14281275,-1.51413,-2.84E-01,255652943,NPC1,NPC,intracellular,cholesterol,transporter,1,,,,,,,,
ILMN_1706305,0.0452029,2.28E-03,3.1430962,-1.51426,1.87E-01,323276690,COX16,"COX16,",cytochrome,c,oxidase,assembly,homolog,,,,,,,
ILMN_1890810,0.0313287,1.16E-03,-3.35677457,-1.51436,-8.01E-02,83149486,,,,,,,,,,,,,,
ILMN_1858188,0.0313287,1.16E-03,-3.35695796,-1.51456,-9.08E-02,10939438,,,,,,,,,,,,,,
ILMN_1805161,0.0452624,2.29E-03,-3.14176932,-1.51461,-1.74E-01,122939136,LZTR1,leucine,zipper,like,transcription,regulator,1,,,,,,,
ILMN_1762605,0.0313406,1.17E-03,-3.3564053,-1.51473,-8.24E-02,254588059,SERPINC1,serpin,family,C,member,1,,,,,,,,
ILMN_2044617,0.0446858,2.23E-03,3.14937054,-1.51759,1.59E-01,557786089,MTERF3,mitochondrial,transcription,termination,factor,3,,,,,,,,
ILMN_1704446,0.0391953,1.75E-03,-3.2277629,-1.51774,-2.96E-01,NA,,,,,,,,,,,,,,
ILMN_1766196,0.0329295,1.27E-03,3.32841923,-1.51824,8.05E-02,NA,,,,,,,,,,,,,,
ILMN_1875264,0.0313287,1.16E-03,-3.35711911,-1.51951,-8.33E-02,6038236,,,,,,,,,,,,,,
ILMN_1788802,0.0313287,1.16E-03,3.35675733,-1.52064,1.05E-01,66932966,GCH1,GTP,cyclohydrolase,1,,,,,,,,,,
ILMN_1811736,0.031493,1.17E-03,3.35454775,-1.52162,1.03E-01,34222283,ENTHD1,ENTH,domain,containing,1,,,,,,,,,
ILMN_1741300,0.0450519,2.26E-03,-3.14487912,-1.5226,-1.44E-01,NA,,,,,,,,,,,,,,
ILMN_2320513,0.0450082,2.26E-03,-3.14557115,-1.52306,-1.97E-01,95147539,APBB3,amyloid,beta,precursor,protein,binding,family,B,member,3,,,,
ILMN_1728787,0.0326442,1.25E-03,-3.33378995,-1.52376,-7.27E-02,743405588,AGR3,anterior,gradient,"3,",protein,disulphide,isomerase,family,member,,,,,
ILMN_1737663,0.0379798,1.65E-03,-3.24760902,-1.5254,-9.94E-02,NA,,,,,,,,,,,,,,
ILMN_1909223,0.0326442,1.25E-03,-3.33357512,-1.52905,-8.05E-02,1190558,,,,,,,,,,,,,,
ILMN_1667831,0.0355162,1.45E-03,3.28779193,-1.52932,9.51E-02,85543350,HOXB6,homeobox,B6,,,,,,,,,,,
ILMN_2274531,0.0348094,1.40E-03,3.29981578,-1.5314,1.09E-01,325651891,ZNF586,zinc,finger,protein,586,,,,,,,,,
ILMN_1753515,0.0370205,1.57E-03,3.26350407,-1.53165,1.40E-01,756140870,SRR,serine,racemase,,,,,,,,,,,
ILMN_1713753,0.0333452,1.30E-03,3.32282124,-1.53273,2.15E-01,62422566,HPGDS,hematopoietic,prostaglandin,D,synthase,,,,,,,,,
ILMN_1754105,0.0341001,1.35E-03,-3.3105224,-1.53276,-9.20E-02,194440720,NDRG4,NDRG,family,member,4,,,,,,,,,
ILMN_1685012,0.0441803,2.17E-03,3.15885362,-1.53279,2.27E-01,109150420,EAF1,ELL,associated,factor,1,,,,,,,,,
ILMN_1818149,0.0452624,2.29E-03,-3.14174074,-1.53547,-3.04E-01,80893033,,,,,,,,,,,,,,
ILMN_1749073,0.0318698,1.19E-03,3.34870727,-1.5359,9.45E-02,288683877,TCEAL5,transcription,elongation,factor,A,like,5,,,,,,,
ILMN_2318011,0.0451131,2.27E-03,3.14427483,-1.53629,3.65E-01,330688466,PSMA3,proteasome,subunit,alpha,3,,,,,,,,,
ILMN_1654542,0.0457045,2.32E-03,-3.13672327,-1.53766,-1.35E-01,254540106,FAM172A,family,with,sequence,similarity,172,member,A,,,,,,
ILMN_1653142,0.0318665,1.19E-03,-3.34941881,-1.53826,-7.83E-02,NA,,,,,,,,,,,,,,
ILMN_1796464,0.0456234,2.31E-03,-3.13792293,-1.539,-2.30E-01,71164896,WDR37,WD,repeat,domain,37,,,,,,,,,
ILMN_2389876,0.0319399,1.20E-03,3.34672339,-1.53957,7.18E-02,257900473,TGFB1I1,transforming,growth,factor,beta,1,induced,transcript,1,,,,,
ILMN_1894900,0.0343452,1.37E-03,-3.30631476,-1.54096,-9.58E-02,NA,,,,,,,,,,,,,,
ILMN_1773178,0.0318698,1.20E-03,-3.34848187,-1.54218,-7.80E-02,NA,,,,,,,,,,,,,,
ILMN_2403047,0.0320091,1.21E-03,3.34523863,-1.54283,1.17E-01,292658835,ARL13B,ADP,ribosylation,factor,like,GTPase,13B,,,,,,,
ILMN_1748666,0.032461,1.24E-03,-3.33692174,-1.54361,-1.03E-01,NA,,,,,,,,,,,,,,
ILMN_1726990,0.0450082,2.26E-03,-3.14556536,-1.54385,-1.58E-01,47132604,DXO,decapping,exoribonuclease,,,,,,,,,,,
ILMN_1857724,0.0318686,1.19E-03,-3.34912814,-1.54477,-7.22E-02,14340749,,,,,,,,,,,,,,
ILMN_1674703,0.0427384,2.04E-03,3.17840512,-1.54526,1.56E-01,995970189,UBA5,ubiquitin,like,modifier,activating,enzyme,5,,,,,,,
ILMN_1801600,0.0456234,2.31E-03,3.13765281,-1.54532,1.66E-01,16418350,CCDC97,coiled-coil,domain,containing,97,,,,,,,,,
ILMN_1853431,0.0324353,1.24E-03,-3.33750596,-1.54569,-8.04E-02,18981776,,,,,,,,,,,,,,
ILMN_1876115,0.0324353,1.24E-03,-3.33762462,-1.54607,-6.85E-02,24183480,,,,,,,,,,,,,,
ILMN_1706839,0.0454722,2.30E-03,3.13957177,-1.5463,1.66E-01,91208416,TCERG1,transcription,elongation,regulator,1,,,,,,,,,
ILMN_1905543,0.0321119,1.22E-03,-3.34301667,-1.54705,-7.55E-02,6505142,,,,,,,,,,,,,,
ILMN_2318568,0.0451703,2.27E-03,-3.14359659,-1.54857,-2.05E-01,568815617,HCFC1R1,host,cell,factor,C1,regulator,1,,,,,,,
ILMN_2285375,0.0427341,2.04E-03,3.17869682,-1.54889,2.21E-01,300360576,SORD,sorbitol,dehydrogenase,,,,,,,,,,,
ILMN_1914143,0.0333542,1.30E-03,-3.32224113,-1.55107,-8.69E-02,19736930,,,,,,,,,,,,,,
ILMN_1714850,0.0397007,1.79E-03,3.22037159,-1.5519,9.99E-02,209364545,ECD,ecdysoneless,cell,cycle,regulator,,,,,,,,,
ILMN_1691341,0.0468143,2.40E-03,-3.12544852,-1.5525,-4.39E-01,391224479,IL7R,interleukin,7,receptor,,,,,,,,,,
ILMN_2310253,0.043734,2.12E-03,3.16541762,-1.55362,1.16E-01,85068511,TARBP2,"TARBP2,",RISC,loading,complex,RNA,binding,subunit,,,,,,
ILMN_1753790,0.0445072,2.20E-03,3.15370594,-1.55487,1.94E-01,952556265,ZPR1,ZPR1,zinc,finger,,,,,,,,,,
ILMN_1703924,0.0336103,1.32E-03,-3.31753106,-1.55507,-7.57E-02,NA,,,,,,,,,,,,,,
ILMN_1805216,0.0398312,1.81E-03,3.21800623,-1.55514,1.26E-01,221316693,GPC6,glypican,6,,,,,,,,,,,
ILMN_1674160,0.0468143,2.40E-03,-3.12532517,-1.5553,-1.85E-01,346716180,BIN1,bridging,integrator,1,,,,,,,,,,
ILMN_1659401,0.0321986,1.22E-03,-3.34128253,-1.55565,-7.94E-02,NA,,,,,,,,,,,,,,
ILMN_2336982,0.0468783,2.41E-03,-3.12437696,-1.55566,-2.95E-01,238624145,NPTN,neuroplastin,,,,,,,,,,,,
ILMN_2412761,0.0437438,2.13E-03,-3.16520853,-1.55655,-1.20E-01,338753367,MAFG,MAF,bZIP,transcription,factor,G,,,,,,,,
ILMN_1733538,0.0469079,2.42E-03,3.12357146,-1.55779,2.01E-01,52694753,RGS10,regulator,of,G-protein,signaling,10,,,,,,,,
ILMN_1657332,0.0321829,1.22E-03,3.34214515,-1.55899,9.03E-02,46094078,CCDC85B,coiled-coil,domain,containing,85B,,,,,,,,,
ILMN_2373062,0.0468572,2.41E-03,-3.12465422,-1.55972,-3.25E-01,306035188,RHBDF2,rhomboid,5,homolog,2,,,,,,,,,
ILMN_2109526,0.0439947,2.15E-03,3.16102059,-1.56091,1.77E-01,NA,,,,,,,,,,,,,,
ILMN_1859931,0.0344636,1.37E-03,-3.3047407,-1.56213,-8.29E-02,4500080,,,,,,,,,,,,,,
ILMN_1764158,0.0450082,2.26E-03,-3.14551183,-1.56227,-2.06E-01,527122072,NLGN2,neuroligin,2,,,,,,,,,,,
ILMN_1739685,0.0322901,1.23E-03,-3.33948645,-1.56234,-7.28E-02,NA,,,,,,,,,,,,,,
ILMN_1805225,0.0459506,2.34E-03,3.13431233,-1.56406,1.78E-01,42542393,LPCAT3,lysophosphatidylcholine,acyltransferase,3,,,,,,,,,,
ILMN_2118229,0.0371622,1.58E-03,3.26115513,-1.56612,1.39E-01,170932480,NAPEPLD,N-acyl,phosphatidylethanolamine,phospholipase,D,,,,,,,,,
ILMN_1678974,0.0390041,1.73E-03,-3.23141718,-1.56664,-1.69E-01,28872737,MRPL43,mitochondrial,ribosomal,protein,L43,,,,,,,,,
ILMN_1672720,0.0321986,1.22E-03,3.341148,-1.5687,8.48E-02,300244529,PRSS12,"protease,",serine,12,,,,,,,,,,
ILMN_1715546,0.0405928,1.87E-03,3.20582713,-1.56897,1.14E-01,NA,,,,,,,,,,,,,,
ILMN_1867950,0.0322901,1.23E-03,-3.33972301,-1.5697,-8.54E-02,6038338,,,,,,,,,,,,,,
ILMN_1901304,0.0406627,1.88E-03,-3.20494282,-1.57008,-1.71E-01,6807792,,,,,,,,,,,,,,
ILMN_1913759,0.0371587,1.58E-03,-3.26133919,-1.57135,-9.97E-02,27829615,,,,,,,,,,,,,,
ILMN_1656342,0.0359994,1.49E-03,-3.27837523,-1.57208,-8.87E-02,961349549,FBXO48,F-box,protein,48,,,,,,,,,,
ILMN_1662799,0.0471472,2.43E-03,3.12107329,-1.5723,2.17E-01,961513279,GPSM3,G-protein,signaling,modulator,3,,,,,,,,,
